SeqID,Genome_id,Gene_id,prot_id,Transporter_id,Transporter_level1,Transporter_level2,Transporter_level3,Transporter_level4,Transporter_level5
Armost1_932962,Armost1,estExt_Genewise1Plus.C_8_t20182,932962,2.A.3.4.3,2,2.A,2.A.3,2.A.3.4,2.A.3.4.3
Armost1_954131,Armost1,fgenesh1_kg.8_#_416_#_Locus2528v1rpkm74.96,954131,2.A.18.6.6,2,2.A,2.A.18,2.A.18.6,2.A.18.6.6
Armost1_910170,Armost1,estExt_Genewise1.C_8_t20285,910170,2.A.7.9.18,2,2.A,2.A.7,2.A.7.9,2.A.7.9.18
Armost1_954193,Armost1,fgenesh1_kg.8_#_478_#_Locus1708v1rpkm110.90,954193,8.A.93.1.4,8,8.A,8.A.93,8.A.93.1,8.A.93.1.4
Armost1_954201,Armost1,fgenesh1_kg.8_#_486_#_Locus4273v1rpkm40.01,954201,2.A.66.1.38,2,2.A,2.A.66,2.A.66.1,2.A.66.1.38
Armost1_954218,Armost1,fgenesh1_kg.8_#_503_#_Locus149v1rpkm742.45,954218,2.A.1.16.9,2,2.A,2.A.1,2.A.1.16,2.A.1.16.9
Armost1_762192,Armost1,CE762191_668,762192,2.A.17.2.4,2,2.A,2.A.17,2.A.17.2,2.A.17.2.4
Armost1_762263,Armost1,CE762262_76276,762263,2.A.17.2.4,2,2.A,2.A.17,2.A.17.2,2.A.17.2.4
Armost1_1070619,Armost1,MIX42098_582_41,1070619,2.A.5.1.16,2,2.A,2.A.5,2.A.5.1,2.A.5.1.16
Armost1_954241,Armost1,fgenesh1_kg.8_#_526_#_Locus1133v1rpkm164.27,954241,2.A.5.1.16,2,2.A,2.A.5,2.A.5.1,2.A.5.1.16
Armost1_1002595,Armost1,estExt_fgenesh1_pg.C_80381,1002595,2.A.5.1.16,2,2.A,2.A.5,2.A.5.1,2.A.5.1.16
Armost1_763261,Armost1,CE763260_3293,763261,2.A.43.2.7,2,2.A,2.A.43,2.A.43.2,2.A.43.2.7
Armost1_954264,Armost1,fgenesh1_kg.8_#_549_#_Locus6772v1rpkm18.41,954264,2.A.49.2.3,2,2.A,2.A.49,2.A.49.2,2.A.49.2.3
Armost1_910292,Armost1,estExt_Genewise1.C_8_t20413,910292,3.D.1.6.2,3,3.D,3.D.1,3.D.1.6,3.D.1.6.2
Armost1_1016519,Armost1,gm1.6260_g,1016519,2.A.1.13.27,2,2.A,2.A.1,2.A.1.13,2.A.1.13.27
Armost1_1082975,Armost1,estExt_Genemark1.C_90013,1082975,2.A.96.1.7,2,2.A,2.A.96,2.A.96.1,2.A.96.1.7
Armost1_778226,Armost1,CE778225_11979,778226,2.A.96.1.7,2,2.A,2.A.96,2.A.96.1,2.A.96.1.7
Armost1_883330,Armost1,e_gw1.9.773.1,883330,2.A.38.2.5,2,2.A,2.A.38,2.A.38.2,2.A.38.2.5
Armost1_1016576,Armost1,gm1.6317_g,1016576,9.B.12.1.3,9,9.B,9.B.12,9.B.12.1,9.B.12.1.3
Armost1_954353,Armost1,fgenesh1_kg.9_#_63_#_Locus9364v2rpkm6.90,954353,2.A.1.14.11,2,2.A,2.A.1,2.A.1.14,2.A.1.14.11
Armost1_1016581,Armost1,gm1.6322_g,1016581,2.A.1.14.3,2,2.A,2.A.1,2.A.1.14,2.A.1.14.3
Armost1_1071628,Armost1,MIX43107_4_16,1071628,9.B.12.1.3,9,9.B,9.B.12,9.B.12.1,9.B.12.1.3
Armost1_954377,Armost1,fgenesh1_kg.9_#_87_#_Locus1276v1rpkm149.05,954377,1.H.3.2.5,1,1.H,1.H.3,1.H.3.2,1.H.3.2.5
Armost1_954414,Armost1,fgenesh1_kg.9_#_124_#_Locus1145v2rpkm154.03,954414,2.A.1.3.52,2,2.A,2.A.1,2.A.1.3,2.A.1.3.52
Armost1_954431,Armost1,fgenesh1_kg.9_#_141_#_Locus7032v1rpkm16.92,954431,2.A.21.6.1,2,2.A,2.A.21,2.A.21.6,2.A.21.6.1
Armost1_910437,Armost1,estExt_Genewise1.C_9_t10127,910437,9.A.76.1.2,9,9.A,9.A.76,9.A.76.1,9.A.76.1.2
Armost1_954479,Armost1,fgenesh1_kg.9_#_189_#_Locus4343v1rpkm39.19,954479,2.A.39.3.10,2,2.A,2.A.39,2.A.39.3,2.A.39.3.10
Armost1_883136,Armost1,e_gw1.9.778.1,883136,2.A.3.4.3,2,2.A,2.A.3,2.A.3.4,2.A.3.4.3
Armost1_1072481,Armost1,MIX43960_1083_30,1072481,2.A.39.3.7,2,2.A,2.A.39,2.A.39.3,2.A.39.3.7
Armost1_954653,Armost1,fgenesh1_kg.9_#_363_#_Locus1145v2rpkm154.03,954653,2.A.1.3.52,2,2.A,2.A.1,2.A.1.3,2.A.1.3.52
Armost1_954669,Armost1,fgenesh1_kg.9_#_379_#_Locus2820v1rpkm67.16,954669,2.A.1.3.52,2,2.A,2.A.1,2.A.1.3,2.A.1.3.52
Armost1_933605,Armost1,estExt_Genewise1Plus.C_9_t10496,933605,2.A.3.4.3,2,2.A,2.A.3,2.A.3.4,2.A.3.4.3
Armost1_954737,Armost1,fgenesh1_kg.9_#_447_#_Locus3540v1rpkm51.16,954737,2.A.57.3.3,2,2.A,2.A.57,2.A.57.3,2.A.57.3.3
Armost1_954764,Armost1,fgenesh1_kg.9_#_474_#_Locus5072v1rpkm31.22,954764,2.A.36.4.5,2,2.A,2.A.36,2.A.36.4,2.A.36.4.5
Armost1_796958,Armost1,CE796957_2820,796958,2.A.57.3.3,2,2.A,2.A.57,2.A.57.3,2.A.57.3.3
Armost1_955302,Armost1,fgenesh1_kg.11_#_21_#_Locus3119v1rpkm59.94,955302,1.A.35.5.5,1,1.A,1.A.35,1.A.35.5,1.A.35.5.5
Armost1_884543,Armost1,e_gw1.11.277.1,884543,2.A.1.14.38,2,2.A,2.A.1,2.A.1.14,2.A.1.14.38
Armost1_911455,Armost1,estExt_Genewise1.C_11_t10067,911455,2.A.108.1.7,2,2.A,2.A.108,2.A.108.1,2.A.108.1.7
Armost1_987841,Armost1,fgenesh1_pm.11_#_27,987841,9.B.115.1.2,9,9.B,9.B.115,9.B.115.1,9.B.115.1.2
Armost1_89525,Armost1,CE89524_1153,89525,3.A.27.1.1,3,3.A,3.A.27,3.A.27.1,3.A.27.1.1
Armost1_955518,Armost1,fgenesh1_kg.11_#_237_#_Locus447v1rpkm375.39,955518,2.A.6.6.5,2,2.A,2.A.6,2.A.6.6,2.A.6.6.5
Armost1_955551,Armost1,fgenesh1_kg.11_#_270_#_Locus3865v1rpkm45.56,955551,9.A.15.1.1,9,9.A,9.A.15,9.A.15.1,9.A.15.1.1
Armost1_994906,Armost1,estExt_fgenesh1_pm.C_110047,994906,2.A.1.2.86,2,2.A,2.A.1,2.A.1.2,2.A.1.2.86
Armost1_955595,Armost1,fgenesh1_kg.11_#_314_#_Locus3149v1rpkm59.20,955595,2.A.29.9.1,2,2.A,2.A.29,2.A.29.9,2.A.29.9.1
Armost1_1083843,Armost1,estExt_Genemark1.C_110296,1083843,1.A.105.1.2,1,1.A,1.A.105,1.A.105.1,1.A.105.1.2
Armost1_95996,Armost1,CE95995_23009,95996,9.B.214.1.3,9,9.B,9.B.214,9.B.214.1,9.B.214.1.3
Armost1_911644,Armost1,estExt_Genewise1.C_11_t10393,911644,2.A.39.3.10,2,2.A,2.A.39,2.A.39.3,2.A.39.3.10
Armost1_884429,Armost1,e_gw1.11.782.1,884429,9.B.12.2.2,9,9.B,9.B.12,9.B.12.2,9.B.12.2.2
Armost1_955695,Armost1,fgenesh1_kg.11_#_414_#_Locus1075v1rpkm172.49,955695,9.B.12.2.2,9,9.B,9.B.12,9.B.12.2,9.B.12.2.2
Armost1_1031715,Armost1,MIX3194_1306_51,1031715,2.A.96.1.7,2,2.A,2.A.96,2.A.96.1,2.A.96.1.7
Armost1_65401,Armost1,CE65400_400,65401,2.A.21.6.1,2,2.A,2.A.21,2.A.21.6,2.A.21.6.1
Armost1_954937,Armost1,fgenesh1_kg.10_#_115_#_Locus4431v1rpkm37.99,954937,2.A.1.3.79,2,2.A,2.A.1,2.A.1.3,2.A.1.3.79
Armost1_954942,Armost1,fgenesh1_kg.10_#_120_#_Locus13725v1rpkm2.18,954942,9.A.76.1.2,9,9.A,9.A.76,9.A.76.1,9.A.76.1.2
Armost1_883813,Armost1,e_gw1.10.643.1,883813,9.A.76.1.2,9,9.A,9.A.76,9.A.76.1,9.A.76.1.2
Armost1_954954,Armost1,fgenesh1_kg.10_#_132_#_Locus7823v1rpkm13.20,954954,2.A.69.2.6,2,2.A,2.A.69,2.A.69.2,2.A.69.2.6
Armost1_987690,Armost1,fgenesh1_pm.10_#_30,987690,2.A.108.1.7,2,2.A,2.A.108,2.A.108.1,2.A.108.1.7
Armost1_973673,Armost1,fgenesh1_pg.10_#_126,973673,2.A.57.3.3,2,2.A,2.A.57,2.A.57.3,2.A.57.3.3
Armost1_883760,Armost1,e_gw1.10.154.1,883760,2.A.1.13.27,2,2.A,2.A.1,2.A.1.13,2.A.1.13.27
Armost1_1032038,Armost1,MIX3517_14102_84,1032038,1.A.46.2.1,1,1.A,1.A.46,1.A.46.2,1.A.46.2.1
Armost1_955013,Armost1,fgenesh1_kg.10_#_191_#_Locus3944v1rpkm44.30,955013,2.A.21.6.6,2,2.A,2.A.21,2.A.21.6,2.A.21.6.6
Armost1_884007,Armost1,e_gw1.10.743.1,884007,3.A.1.205.18,3,3.A,3.A.1,3.A.1.205,3.A.1.205.18
Armost1_911126,Armost1,estExt_Genewise1.C_10_t10263,911126,2.A.3.4.5,2,2.A,2.A.3,2.A.3.4,2.A.3.4.5
Armost1_934019,Armost1,estExt_Genewise1Plus.C_10_t10298,934019,4.D.1.1.16,4,4.D,4.D.1,4.D.1.1,4.D.1.1.16
Armost1_955133,Armost1,fgenesh1_kg.10_#_311_#_Locus3044v1rpkm61.51,955133,2.A.3.4.7,2,2.A,2.A.3,2.A.3.4,2.A.3.4.7
Armost1_72742,Armost1,CE72741_346,72742,9.B.45.1.5,9,9.B,9.B.45,9.B.45.1,9.B.45.1.5
Armost1_955151,Armost1,fgenesh1_kg.10_#_329_#_Locus9097v1rpkm8.67,955151,2.A.106.2.5,2,2.A,2.A.106,2.A.106.2,2.A.106.2.5
Armost1_955153,Armost1,fgenesh1_kg.10_#_331_#_Locus4620v1rpkm35.70,955153,2.A.85.3.5,2,2.A,2.A.85,2.A.85.3,2.A.85.3.5
Armost1_955155,Armost1,fgenesh1_kg.10_#_333_#_Locus500v1rpkm337.94,955155,2.A.1.1.39,2,2.A,2.A.1,2.A.1.1,2.A.1.1.39
Armost1_955166,Armost1,fgenesh1_kg.10_#_344_#_Locus11317v1rpkm4.25,955166,2.A.1.1.119,2,2.A,2.A.1,2.A.1.1,2.A.1.1.119
Armost1_955178,Armost1,fgenesh1_kg.10_#_356_#_Locus1954v1rpkm96.83,955178,1.B.93.2.8,1,1.B,1.B.93,1.B.93.2,1.B.93.2.8
Armost1_955187,Armost1,fgenesh1_kg.10_#_365_#_Locus4400v1rpkm38.47,955187,2.A.29.10.4,2,2.A,2.A.29,2.A.29.10,2.A.29.10.4
Armost1_934194,Armost1,estExt_Genewise1Plus.C_10_t20032,934194,5.B.1.5.4,5,5.B,5.B.1,5.B.1.5,5.B.1.5.4
Armost1_1083615,Armost1,estExt_Genemark1.C_100353,1083615,2.A.1.1.68,2,2.A,2.A.1,2.A.1.1,2.A.1.1.68
Armost1_973883,Armost1,fgenesh1_pg.10_#_336,973883,2.A.17.2.4,2,2.A,2.A.17,2.A.17.2,2.A.17.2.4
Armost1_955279,Armost1,fgenesh1_kg.10_#_457_#_Locus7710v1rpkm13.60,955279,3.A.8.1.1,3,3.A,3.A.8,3.A.8.1,3.A.8.1.1
Armost1_1018728,Armost1,gm1.8469_g,1018728,1.A.112.1.6,1,1.A,1.A.112,1.A.112.1,1.A.112.1.6
Armost1_988371,Armost1,fgenesh1_pm.15_#_8,988371,1.A.38.1.1,1,1.A,1.A.38,1.A.38.1,1.A.38.1.1
Armost1_158426,Armost1,CE158425_239,158426,2.A.1.14.38,2,2.A,2.A.1,2.A.1.14,2.A.1.14.38
Armost1_956944,Armost1,fgenesh1_kg.15_#_132_#_Locus1450v1rpkm130.27,956944,2.A.1.1.69,2,2.A,2.A.1,2.A.1.1,2.A.1.1.69
Armost1_886450,Armost1,e_gw1.15.26.1,886450,2.A.1.1.73,2,2.A,2.A.1,2.A.1.1,2.A.1.1.73
Armost1_956987,Armost1,fgenesh1_kg.15_#_175_#_Locus5835v1rpkm24.70,956987,9.B.115.1.14,9,9.B,9.B.115,9.B.115.1,9.B.115.1.14
Armost1_956999,Armost1,fgenesh1_kg.15_#_187_#_Locus6191v1rpkm22.21,956999,3.A.3.8.16,3,3.A,3.A.3,3.A.3.8,3.A.3.8.16
Armost1_957059,Armost1,fgenesh1_kg.15_#_247_#_Locus12924v1rpkm2.68,957059,2.A.1.14.17,2,2.A,2.A.1,2.A.1.14,2.A.1.14.17
Armost1_913211,Armost1,estExt_Genewise1.C_150190,913211,2.A.36.1.12,2,2.A,2.A.36,2.A.36.1,2.A.36.1.12
Armost1_957071,Armost1,fgenesh1_kg.15_#_259_#_Locus5776v1rpkm25.09,957071,2.A.9.1.2,2,2.A,2.A.9,2.A.9.1,2.A.9.1.2
Armost1_913235,Armost1,estExt_Genewise1.C_150214,913235,2.A.1.14.17,2,2.A,2.A.1,2.A.1.14,2.A.1.14.17
Armost1_957090,Armost1,fgenesh1_kg.15_#_278_#_Locus4392v1rpkm38.55,957090,2.A.1.2.29,2,2.A,2.A.1,2.A.1.2,2.A.1.2.29
Armost1_886557,Armost1,e_gw1.15.268.1,886557,2.A.1.2.29,2,2.A,2.A.1,2.A.1.2,2.A.1.2.29
Armost1_1018917,Armost1,gm1.8658_g,1018917,2.A.1.2.28,2,2.A,2.A.1,2.A.1.2,2.A.1.2.28
Armost1_957207,Armost1,fgenesh1_kg.15_#_395_#_Locus2364v1rpkm80.55,957207,3.A.5.8.1,3,3.A,3.A.5,3.A.5.8,3.A.5.8.1
Armost1_886365,Armost1,e_gw1.15.3.1,886365,2.A.1.14.4,2,2.A,2.A.1,2.A.1.14,2.A.1.14.4
Armost1_913344,Armost1,estExt_Genewise1.C_150325,913344,2.A.55.1.4,2,2.A,2.A.55,2.A.55.1,2.A.55.1.4
Armost1_956472,Armost1,fgenesh1_kg.14_#_88_#_Locus765v1rpkm233.79,956472,2.A.1.1.38,2,2.A,2.A.1,2.A.1.1,2.A.1.1.38
Armost1_886020,Armost1,e_gw1.14.486.1,886020,2.A.1.14.17,2,2.A,2.A.1,2.A.1.14,2.A.1.14.17
Armost1_1003899,Armost1,estExt_fgenesh1_pg.C_140070,1003899,9.B.57.1.5,9,9.B,9.B.57,9.B.57.1,9.B.57.1.5
Armost1_141944,Armost1,CE141943_14084,141944,9.B.241.2.6,9,9.B,9.B.241,9.B.241.2,9.B.241.2.6
Armost1_935490,Armost1,estExt_Genewise1Plus.C_14_t10193,935490,2.A.1.14.36,2,2.A,2.A.1,2.A.1.14,2.A.1.14.36
Armost1_956512,Armost1,fgenesh1_kg.14_#_128_#_Locus1296v1rpkm146.58,956512,4.D.1.1.17,4,4.D,4.D.1,4.D.1.1,4.D.1.1.17
Armost1_1003919,Armost1,estExt_fgenesh1_pg.C_140092,1003919,1.A.43.2.6,1,1.A,1.A.43,1.A.43.2,1.A.43.2.6
Armost1_988217,Armost1,fgenesh1_pm.14_#_79,988217,2.A.1.16.9,2,2.A,2.A.1,2.A.1.16,2.A.1.16.9
Armost1_988218,Armost1,fgenesh1_pm.14_#_80,988218,2.A.1.2.86,2,2.A,2.A.1,2.A.1.2,2.A.1.2.86
Armost1_144137,Armost1,CE144136_110475,144137,9.B.27.1.9,9,9.B,9.B.27,9.B.27.1,9.B.27.1.9
Armost1_885769,Armost1,e_gw1.14.689.1,885769,9.A.24.1.1,9,9.A,9.A.24,9.A.24.1,9.A.24.1.1
Armost1_935567,Armost1,estExt_Genewise1Plus.C_14_t10273,935567,1.A.4.4.3,1,1.A,1.A.4,1.A.4.4,1.A.4.4.3
Armost1_956566,Armost1,fgenesh1_kg.14_#_182_#_Locus6814v1rpkm18.17,956566,2.A.1.86.3,2,2.A,2.A.1,2.A.1.86,2.A.1.86.3
Armost1_956582,Armost1,fgenesh1_kg.14_#_198_#_Locus920v1rpkm199.48,956582,1.A.11.3.4,1,1.A,1.A.11,1.A.11.3,1.A.11.3.4
Armost1_956615,Armost1,fgenesh1_kg.14_#_231_#_Locus2802v2rpkm29.86,956615,9.B.418.1.4,9,9.B,9.B.418,9.B.418.1,9.B.418.1.4
Armost1_956674,Armost1,fgenesh1_kg.14_#_290_#_Locus7553v2rpkm4.35,956674,2.A.43.3.1,2,2.A,2.A.43,2.A.43.3,2.A.43.3.1
Armost1_956680,Armost1,fgenesh1_kg.14_#_296_#_Locus1469v1rpkm128.62,956680,9.B.188.1.2,9,9.B,9.B.188,9.B.188.1,9.B.188.1.2
Armost1_956726,Armost1,fgenesh1_kg.14_#_342_#_Locus4198v1rpkm40.83,956726,2.A.1.13.27,2,2.A,2.A.1,2.A.1.13,2.A.1.13.27
Armost1_912942,Armost1,estExt_Genewise1.C_14_t20022,912942,9.B.45.1.5,9,9.B,9.B.45,9.B.45.1,9.B.45.1.5
Armost1_988326,Armost1,fgenesh1_pm.14_#_188,988326,1.A.115.1.2,1,1.A,1.A.115,1.A.115.1,1.A.115.1.2
Armost1_956809,Armost1,fgenesh1_kg.14_#_425_#_Locus4359v1rpkm38.92,956809,1.A.35.2.3,1,1.A,1.A.35,1.A.35.2,1.A.35.2.3
Armost1_1019286,Armost1,gm1.9027_g,1019286,2.A.1.13.27,2,2.A,2.A.1,2.A.1.13,2.A.1.13.27
Armost1_887387,Armost1,e_gw1.17.82.1,887387,1.A.15.1.1,1,1.A,1.A.15,1.A.15.1,1.A.15.1.1
Armost1_957745,Armost1,fgenesh1_kg.17_#_91_#_Locus6793v1rpkm18.29,957745,2.A.100.1.3,2,2.A,2.A.100,2.A.100.1,2.A.100.1.3
Armost1_887233,Armost1,e_gw1.17.145.1,887233,2.A.94.1.1,2,2.A,2.A.94,2.A.94.1,2.A.94.1.1
Armost1_887234,Armost1,e_gw1.17.13.1,887234,2.A.7.9.20,2,2.A,2.A.7,2.A.7.9,2.A.7.9.20
Armost1_1019322,Armost1,gm1.9063_g,1019322,2.A.100.1.3,2,2.A,2.A.100,2.A.100.1,2.A.100.1.3
Armost1_189839,Armost1,CE189838_836,189839,2.A.1.1.127,2,2.A,2.A.1,2.A.1.1,2.A.1.1.127
Armost1_957803,Armost1,fgenesh1_kg.17_#_149_#_Locus3234v1rpkm57.10,957803,2.A.1.2.58,2,2.A,2.A.1,2.A.1.2,2.A.1.2.58
Armost1_957817,Armost1,fgenesh1_kg.17_#_163_#_Locus7261v1rpkm15.86,957817,4.D.3.2.1,4,4.D,4.D.3,4.D.3.2,4.D.3.2.1
Armost1_191570,Armost1,CE191569_19437,191570,1.A.17.5.8,1,1.A,1.A.17,1.A.17.5,1.A.17.5.8
Armost1_957837,Armost1,fgenesh1_kg.17_#_183_#_Locus15734v3rpkm0.37,957837,2.A.69.2.6,2,2.A,2.A.69,2.A.69.2,2.A.69.2.6
Armost1_913917,Armost1,estExt_Genewise1.C_170174,913917,1.A.1.2.21,1,1.A,1.A.1,1.A.1.2,1.A.1.2.21
Armost1_913958,Armost1,estExt_Genewise1.C_170218,913958,3.A.1.205.11,3,3.A,3.A.1,3.A.1.205,3.A.1.205.11
Armost1_1085259,Armost1,estExt_Genemark1.C_170156,1085259,2.A.69.2.3,2,2.A,2.A.69,2.A.69.2,2.A.69.2.3
Armost1_957937,Armost1,fgenesh1_kg.17_#_283_#_Locus8017v1rpkm12.47,957937,2.A.1.14.11,2,2.A,2.A.1,2.A.1.14,2.A.1.14.11
Armost1_198547,Armost1,CE198546_886,198547,2.A.67.1.6,2,2.A,2.A.67,2.A.67.1,2.A.67.1.6
Armost1_995656,Armost1,estExt_fgenesh1_pm.C_170098,995656,9.B.315.1.5,9,9.B,9.B.315,9.B.315.1,9.B.315.1.5
Armost1_200299,Armost1,CE200298_161,200299,2.A.1.14.11,2,2.A,2.A.1,2.A.1.14,2.A.1.14.11
Armost1_958070,Armost1,fgenesh1_kg.17_#_416_#_Locus4997v1rpkm31.86,958070,1.C.113.1.9,1,1.C,1.C.113,1.C.113.1,1.C.113.1.9
Armost1_885270,Armost1,e_gw1.13.156.1,885270,2.A.57.3.3,2,2.A,2.A.57,2.A.57.3,2.A.57.3.3
Armost1_912131,Armost1,estExt_Genewise1.C_130018,912131,2.A.1.36.3,2,2.A,2.A.1,2.A.1.36,2.A.1.36.3
Armost1_956056,Armost1,fgenesh1_kg.13_#_15_#_Locus6653v1rpkm19.25,956056,3.A.1.204.15,3,3.A,3.A.1,3.A.1.204,3.A.1.204.15
Armost1_885573,Armost1,e_gw1.13.390.1,885573,9.B.178.1.6,9,9.B,9.B.178,9.B.178.1,9.B.178.1.6
Armost1_1084196,Armost1,estExt_Genemark1.C_130081,1084196,2.A.1.48.4,2,2.A,2.A.1,2.A.1.48,2.A.1.48.4
Armost1_885304,Armost1,e_gw1.13.326.1,885304,2.A.29.18.1,2,2.A,2.A.29,2.A.29.18,2.A.29.18.1
Armost1_956248,Armost1,fgenesh1_kg.13_#_207_#_Locus7368v1rpkm15.27,956248,2.A.1.2.86,2,2.A,2.A.1,2.A.1.2,2.A.1.2.86
Armost1_956250,Armost1,fgenesh1_kg.13_#_209_#_Locus2825v1rpkm67.02,956250,2.A.1.2.86,2,2.A,2.A.1,2.A.1.2,2.A.1.2.86
Armost1_988123,Armost1,fgenesh1_pm.13_#_62,988123,2.A.16.4.1,2,2.A,2.A.16,2.A.16.4,2.A.16.4.1
Armost1_867274,Armost1,gw1.13.464.1,867274,2.A.1.2.86,2,2.A,2.A.1,2.A.1.2,2.A.1.2.86
Armost1_1036412,Armost1,MIX7891_13_22,1036412,2.A.38.2.5,2,2.A,2.A.38,2.A.38.2,2.A.38.2.5
Armost1_935307,Armost1,estExt_Genewise1Plus.C_130402,935307,2.A.7.10.5,2,2.A,2.A.7,2.A.7.10,2.A.7.10.5
Armost1_1018997,Armost1,gm1.8738_g,1018997,2.A.67.1.5,2,2.A,2.A.67,2.A.67.1,2.A.67.1.5
Armost1_913370,Armost1,estExt_Genewise1.C_16_t10076,913370,1.I.1.1.5,1,1.I,1.I.1,1.I.1.1,1.I.1.1.5
Armost1_936215,Armost1,estExt_Genewise1Plus.C_160081,936215,2.A.1.2.29,2,2.A,2.A.1,2.A.1.2,2.A.1.2.29
Armost1_913401,Armost1,estExt_Genewise1.C_16_t10109,913401,2.A.1.2.35,2,2.A,2.A.1,2.A.1.2,2.A.1.2.35
Armost1_957333,Armost1,fgenesh1_kg.16_#_48_#_Locus2082v1rpkm91.14,957333,2.A.1.2.35,2,2.A,2.A.1,2.A.1.2,2.A.1.2.35
Armost1_173592,Armost1,CE173591_42620,173592,9.B.57.1.1,9,9.B,9.B.57,9.B.57.1,9.B.57.1.1
Armost1_988463,Armost1,fgenesh1_pm.16_#_34,988463,4.C.1.1.6,4,4.C,4.C.1,4.C.1.1,4.C.1.1.6
Armost1_1084992,Armost1,estExt_Genemark1.C_160119,1084992,2.A.3.10.17,2,2.A,2.A.3,2.A.3.10,2.A.3.10.17
Armost1_177164,Armost1,CE177163_30197,177164,2.A.1.13.27,2,2.A,2.A.1,2.A.1.13,2.A.1.13.27
Armost1_988495,Armost1,fgenesh1_pm.16_#_66,988495,2.A.57.3.3,2,2.A,2.A.57,2.A.57.3,2.A.57.3.3
Armost1_177660,Armost1,CE177659_1718,177660,3.A.16.1.5,3,3.A,3.A.16,3.A.16.1,3.A.16.1.5
Armost1_178138,Armost1,CE178137_702,178138,3.A.20.1.4,3,3.A,3.A.20,3.A.20.1,3.A.20.1.4
Armost1_1019154,Armost1,gm1.8895_g,1019154,3.A.1.208.12,3,3.A,3.A.1,3.A.1.208,3.A.1.208.12
Armost1_886606,Armost1,e_gw1.16.526.1,886606,2.A.1.9.7,2,2.A,2.A.1,2.A.1.9,2.A.1.9.7
Armost1_179949,Armost1,CE179948_864,179949,2.A.1.14.11,2,2.A,2.A.1,2.A.1.14,2.A.1.14.11
Armost1_957554,Armost1,fgenesh1_kg.16_#_269_#_Locus3888v1rpkm45.08,957554,9.B.238.3.1,9,9.B,9.B.238,9.B.238.3,9.B.238.3.1
Armost1_913625,Armost1,estExt_Genewise1.C_16_t10367,913625,2.A.1.14.11,2,2.A,2.A.1,2.A.1.14,2.A.1.14.11
Armost1_182219,Armost1,CE182218_1636,182219,2.A.1.14.11,2,2.A,2.A.1,2.A.1.14,2.A.1.14.11
Armost1_957612,Armost1,fgenesh1_kg.16_#_327_#_Locus1634v1rpkm116.29,957612,9.B.115.4.2,9,9.B,9.B.115,9.B.115.4,9.B.115.4.2
Armost1_886907,Armost1,e_gw1.16.505.1,886907,2.A.1.14.11,2,2.A,2.A.1,2.A.1.14,2.A.1.14.11
Armost1_957618,Armost1,fgenesh1_kg.16_#_333_#_Locus3060v1rpkm61.11,957618,1.A.67.1.9,1,1.A,1.A.67,1.A.67.1,1.A.67.1.9
Armost1_957621,Armost1,fgenesh1_kg.16_#_336_#_Locus3163v1rpkm58.85,957621,2.A.50.4.10,2,2.A,2.A.50,2.A.50.4,2.A.50.4.10
Armost1_1019246,Armost1,gm1.8987_g,1019246,1.A.4.4.3,1,1.A,1.A.4,1.A.4.4,1.A.4.4.3
Armost1_957639,Armost1,fgenesh1_kg.16_#_354_#_Locus6026v1rpkm23.36,957639,2.A.1.2.35,2,2.A,2.A.1,2.A.1.2,2.A.1.2.35
Armost1_934672,Armost1,estExt_Genewise1Plus.C_120070,934672,1.A.35.2.1,1,1.A,1.A.35,1.A.35.2,1.A.35.2.1
Armost1_974294,Armost1,fgenesh1_pg.12_#_43,974294,2.A.1.13.25,2,2.A,2.A.1,2.A.1.13,2.A.1.13.25
Armost1_955813,Armost1,fgenesh1_kg.12_#_45_#_Locus1988v1rpkm94.95,955813,1.B.69.2.1,1,1.B,1.B.69,1.B.69.2,1.B.69.2.1
Armost1_974311,Armost1,fgenesh1_pg.12_#_60,974311,9.B.45.1.5,9,9.B,9.B.45,9.B.45.1,9.B.45.1.5
Armost1_911997,Armost1,estExt_Genewise1.C_120276,911997,1.A.1.11.17,1,1.A,1.A.1,1.A.1.11,1.A.1.11.17
Armost1_955971,Armost1,fgenesh1_kg.12_#_203_#_Locus8588v1rpkm10.35,955971,9.A.26.1.4,9,9.A,9.A.26,9.A.26.1,9.A.26.1.4
Armost1_1034992,Armost1,MIX6471_792_53,1034992,2.A.1.1.125,2,2.A,2.A.1,2.A.1.1,2.A.1.1.125
Armost1_1018021,Armost1,gm1.7762_g,1018021,2.A.1.1.36,2,2.A,2.A.1,2.A.1.1,2.A.1.1.36
Armost1_115047,Armost1,CE115046_23725,115047,4.D.3.2.1,4,4.D,4.D.3,4.D.3.2,4.D.3.2.1
Armost1_1084102,Armost1,estExt_Genemark1.C_120214,1084102,2.A.1.14.17,2,2.A,2.A.1,2.A.1.14,2.A.1.14.17
Armost1_1003616,Armost1,estExt_fgenesh1_pg.C_120187,1003616,2.A.1.14.17,2,2.A,2.A.1,2.A.1.14,2.A.1.14.17
Armost1_995067,Armost1,estExt_fgenesh1_pm.C_120096,995067,2.A.1.14.17,2,2.A,2.A.1,2.A.1.14,2.A.1.14.17
Armost1_958666,Armost1,fgenesh1_kg.21_#_41_#_Locus1624v2rpkm88.80,958666,2.A.1.2.111,2,2.A,2.A.1,2.A.1.2,2.A.1.2.111
