	Genome_id	Species	Assembly_Length	Gene_number	Status	Publish_link	TaxID	superkingdom	kingdom	phylum	class	order	family	genus	species	taxonomy	Unnamed: 0	jrk_template	COMMENT on genus	primary_lifestyle	Secondary_lifestyle	Comment_on_lifestyle_template	Endophytic_interaction_capability_template	Plant_pathogenic_capacity_template	Decay_substrate_template	Decay_type_template	Aquatic_habitat_template	Animal_biotrophic_capacity_template	Specific_hosts	Growth_form_template	Fruitbody_type_template	Hymenium_type_template	Ectomycorrhiza_exploration_type_template	Ectomycorrhiza_lineage_template	primary_photobiont	secondary_photobiont
816	Pycci1	Pycnoporus cinnabarinus	33,670,027	10,442	published	https://www.ncbi.nlm.nih.gov/pubmed/24942338	5643.0	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes cinnabarina	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Polyporaceae;g__Trametes;s__Trametes cinnabarina	9186.0	jrk08915		wood_saprotroph		wood_pathogen_some_species			wood	white_rot	partly_aquatic			filamentous_mycelium	polyporoid	poroid				
817	Pycco1	Pycnoporus coccineus	32,757,930	12,690	published	https://www.ncbi.nlm.nih.gov/pubmed/32531032	158605.0	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes coccinea	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Polyporaceae;g__Trametes;s__Trametes coccinea	9186.0	jrk08915		wood_saprotroph		wood_pathogen_some_species			wood	white_rot	partly_aquatic			filamentous_mycelium	polyporoid	poroid				
818	Pycpun1	Pycnoporus puniceus	30,261,980	10,050	published	https://www.ncbi.nlm.nih.gov/pubmed/32531032	571087.0	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes punicea	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Polyporaceae;g__Trametes;s__Trametes punicea	9186.0	jrk08915		wood_saprotroph		wood_pathogen_some_species			wood	white_rot	partly_aquatic			filamentous_mycelium	polyporoid	poroid				
819	Pycsa1	Pycnoporus sanguineus	36,037,304	14,165	published	https://www.ncbi.nlm.nih.gov/pubmed/32531032	158606.0	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes sanguinea	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Polyporaceae;g__Trametes;s__Trametes sanguinea	9186.0	jrk08915		wood_saprotroph		wood_pathogen_some_species			wood	white_rot	partly_aquatic			filamentous_mycelium	polyporoid	poroid				
820	Pyrly1	Pyrenochaeta lycopersici	40,265,766	14,311	published	https://www.ncbi.nlm.nih.gov/pubmed/34893598	285811.0	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pseudopyrenochaetaceae	Pseudopyrenochaeta	Pseudopyrenochaeta lycopersici	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pseudopyrenochaetaceae;g__Pseudopyrenochaeta;s__Pseudopyrenochaeta lycopersici	4136.0	jrk07185		unspecified_saprotroph			no_endophytic_capacity				non-aquatic			filamentous_mycelium						
821	Pyrsp1	Pyrenochaeta sp.	38,501,010	14,995	published	https://www.ncbi.nlm.nih.gov/pubmed/27434633	1755437.0	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaeta	Pyrenochaeta sp.	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Cucurbitariaceae;g__Pyrenochaeta;s__Pyrenochaeta sp.	3671.0	jrk07351		wood_saprotroph					wood	soft_rot				filamentous_mycelium						
822	Pyrtt1	Pyrenophora teres	33,583,335	11,799	published	https://www.ncbi.nlm.nih.gov/pubmed/21067574	53485.0	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Pyrenophora	Pyrenophora teres	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Pyrenophora;s__Pyrenophora teres	4074.0	jrk07360		plant_pathogen	wood_saprotroph		no_endophytic_capacity	leaf/fruit/seed_pathogen	wood,leaf/fruit/seed		partly_freshwater_(partly_non-aquatic)			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
823	Pyrtr1	Pyrenophora tritici-repentis	37,840,464	12,141	published	https://www.ncbi.nlm.nih.gov/pubmed/23316438	45151.0	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Pyrenophora	Pyrenophora tritici-repentis	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Pyrenophora;s__Pyrenophora tritici-repentis	4074.0	jrk07360		plant_pathogen	wood_saprotroph		no_endophytic_capacity	leaf/fruit/seed_pathogen	wood,leaf/fruit/seed		partly_freshwater_(partly_non-aquatic)			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
824	Magor1	Pyricularia oryzae	40,491,973	12,836	published	https://www.ncbi.nlm.nih.gov/pubmed/15846337	318829.0	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Pyriculariaceae	Pyricularia	Pyricularia oryzae	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Magnaporthales;f__Pyriculariaceae;g__Pyricularia;s__Pyricularia oryzae	7331.0	jrk07371		plant_pathogen				leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium	none	none				
825	Pyrco1	Pyronema confluens	50,026,054	13,367	published	https://www.ncbi.nlm.nih.gov/pubmed/24068976	337075.0	Eukaryota	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Pyronema	Pyronema omphalodes	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Pyronema;s__Pyronema omphalodes	6206.0	jrk07378		soil_saprotroph	litter_saprotroph		foliar_endophyte		leaf/fruit/seed,soil		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
826	Racan1	Rachicladosporium antarcticum	47,410,550	18,781	published	https://www.ncbi.nlm.nih.gov/pubmed/28684563	1507870.0	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Rachicladosporium	Rachicladosporium antarcticum	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Cladosporiales;f__Cladosporiaceae;g__Rachicladosporium;s__Rachicladosporium antarcticum	2821.0	jrk07405		litter_saprotroph					leaf/fruit/seed		non-aquatic			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
827	Rac5018_1	Rachicladosporium sp.	44,578,567	18,892	published	https://www.ncbi.nlm.nih.gov/pubmed/28684563	2040939.0	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Rachicladosporium	Rachicladosporium sp.	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Cladosporiales;f__Cladosporiaceae;g__Rachicladosporium;s__Rachicladosporium sp.	2821.0	jrk07405		litter_saprotroph					leaf/fruit/seed		non-aquatic			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
828	Ramac1	Ramaria rubella	105,462,249	19,287	published	https://www.ncbi.nlm.nih.gov/pubmed/33046698	113071.0	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Gomphales	Gomphaceae	Ramaria	Ramaria rubella	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Gomphales;f__Gomphaceae;g__Ramaria;s__Ramaria rubella	166.0	jrk07433		ectomycorrhizal		litter_saprotroph_10%_species_(early_lineages_with_small_fruit_bodies)					non-aquatic			filamentous_mycelium	clavarioid	smooth	mat	/ramaria-gautieria		
829	Rhesp1	Rhexocercosporidium sp.	62,745,254	16,722	published	https://www.ncbi.nlm.nih.gov/pubmed/34893598	1756112.0	Eukaryota	Fungi	Ascomycota	Leotiomycetes	Helotiales		Rhexocercosporidium	Rhexocercosporidium sp.	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__;g__Rhexocercosporidium;s__Rhexocercosporidium sp.	5874.0	jrk07532		plant_pathogen	litter_saprotroph			root_pathogen	leaf/fruit/seed,roots		partly_marine_(partly_non-aquatic)			filamentous_mycelium						
830	Rhima1	Rhinocladiella mackenziei	32,474,431	11,382	published	https://www.ncbi.nlm.nih.gov/pubmed/29326229	86056.0	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Rhinocladiella	Rhinocladiella mackenziei	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Rhinocladiella;s__Rhinocladiella mackenziei	4406.0	jrk07538		soil_saprotroph	animal_parasite		root_endophyte_dark_septate	root-associated	soil,animal_material		partly_freshwater_(partly_non-aquatic)	animal_parasite/opportunistic_human_parasite		dimorphic_yeast						
831	Rhihy1	Rhizoclosmatium globosum	57,018,351	16,990	published	https://www.ncbi.nlm.nih.gov/pubmed/28481340	329046.0	Eukaryota	Fungi	Chytridiomycota	Chytridiomycetes	Chytridiales	Chytriomycetaceae	Rhizoclosmatium	Rhizoclosmatium globosum	k__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Chytridiales;f__Chytriomycetaceae;g__Rhizoclosmatium;s__Rhizoclosmatium globosum	10005.0	jrk07551		litter_saprotroph	animal_decomposer				leaf/fruit/seed,animal_material		partly_freshwater_(partly_non-aquatic)			zoosporic-rhizomycelial_(chytrid-like)	zoosporangium	closed				
832	Rhiso1	Rhizoctonia solani	47,658,641	15,157	published	https://www.ncbi.nlm.nih.gov/pubmed/23280342	456999.0	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Rhizoctonia	Rhizoctonia solani	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__Rhizoctonia;s__Rhizoctonia solani	8800.0	jrk07552		plant_pathogen	litter_saprotroph	ectomycorrhizal_1%_of_species/Orchid_Mycorrhizal_most_species		leaf/fruit/seed_pathogen	leaf/fruit/seed,roots,soil					filamentous_mycelium	corticioid	smooth				
833	Rhisol1	Rhizoctonia solani	51,705,945	12,726	published	https://www.ncbi.nlm.nih.gov/pubmed/25359908	456999.0	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Rhizoctonia	Rhizoctonia solani	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__Rhizoctonia;s__Rhizoctonia solani	8800.0	jrk07552		plant_pathogen	litter_saprotroph	ectomycorrhizal_1%_of_species/Orchid_Mycorrhizal_most_species		leaf/fruit/seed_pathogen	leaf/fruit/seed,roots,soil					filamentous_mycelium	corticioid	smooth				
834	Rhisola1	Rhizoctonia solani	39,822,884	13,951	published	https://www.ncbi.nlm.nih.gov/pubmed/24810276	456999.0	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Rhizoctonia	Rhizoctonia solani	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__Rhizoctonia;s__Rhizoctonia solani	8800.0	jrk07552		plant_pathogen	litter_saprotroph	ectomycorrhizal_1%_of_species/Orchid_Mycorrhizal_most_species		leaf/fruit/seed_pathogen	leaf/fruit/seed,roots,soil					filamentous_mycelium	corticioid	smooth				
835	Rhili1	Rhizodiscina lignyota	33,426,352	12,801	published	https://www.ncbi.nlm.nih.gov/pubmed/32206138	1504668.0	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Aulographales	Rhizodiscinaceae	Rhizodiscina	Rhizodiscina lignyota	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Aulographales;f__Rhizodiscinaceae;g__Rhizodiscina;s__Rhizodiscina lignyota	3612.0	jrk07555		wood_saprotroph			no_endophytic_capacity		wood		non-aquatic			filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
836	Rhicl1	Rhizophagus clarus	116,418,735	27,761	published	https://www.ncbi.nlm.nih.gov/pubmed/29914365	94130.0	Eukaryota	Fungi	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus clarus	k__Fungi;p__Mucoromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Rhizophagus;s__Rhizophagus clarus	10197.0	jrk09768		arbuscular_mycorrhizal	root-associated		root_endophyte							filamentous_mycelium	none	none				
837	Rhidi1	Rhizophagus diaphanus	125,876,003	23,252	published	https://www.ncbi.nlm.nih.gov/pubmed/30636349	118614.0	Eukaryota	Fungi	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Oehlia	Oehlia diaphana	k__Fungi;p__Mucoromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Oehlia;s__Oehlia diaphana	10195.0	jrk05878		arbuscular_mycorrhizal	root-associated		root_endophyte							filamentous_mycelium	none	none				
838	RhiirA1_1	Rhizophagus irregularis	125,868,962	26,659	published	https://www.ncbi.nlm.nih.gov/pubmed/29355972	588596.0	Eukaryota	Fungi	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus irregularis	k__Fungi;p__Mucoromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Rhizophagus;s__Rhizophagus irregularis	10197.0	jrk09768		arbuscular_mycorrhizal	root-associated		root_endophyte							filamentous_mycelium	none	none				
839	RhiirA4	Rhizophagus irregularis	138,301,208	25,760	published	https://www.ncbi.nlm.nih.gov/pubmed/29355972	588596.0	Eukaryota	Fungi	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus irregularis	k__Fungi;p__Mucoromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Rhizophagus;s__Rhizophagus irregularis	10197.0	jrk09768		arbuscular_mycorrhizal	root-associated		root_endophyte							filamentous_mycelium	none	none				
840	RhiirA5	Rhizophagus irregularis	131,461,109	26,585	published	https://www.ncbi.nlm.nih.gov/pubmed/29355972	588596.0	Eukaryota	Fungi	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus irregularis	k__Fungi;p__Mucoromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Rhizophagus;s__Rhizophagus irregularis	10197.0	jrk09768		arbuscular_mycorrhizal	root-associated		root_endophyte							filamentous_mycelium	none	none				
841	RhiirB3	Rhizophagus irregularis	124,893,935	25,164	published	https://www.ncbi.nlm.nih.gov/pubmed/29355972	588596.0	Eukaryota	Fungi	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus irregularis	k__Fungi;p__Mucoromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Rhizophagus;s__Rhizophagus irregularis	10197.0	jrk09768		arbuscular_mycorrhizal	root-associated		root_endophyte							filamentous_mycelium	none	none				
842	RhiirC2	Rhizophagus irregularis	122,966,682	26,756	published	https://www.ncbi.nlm.nih.gov/pubmed/29355972	588596.0	Eukaryota	Fungi	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus irregularis	k__Fungi;p__Mucoromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Rhizophagus;s__Rhizophagus irregularis	10197.0	jrk09768		arbuscular_mycorrhizal	root-associated		root_endophyte							filamentous_mycelium	none	none				
843	Gloin1	Rhizophagus irregularis	91,083,792	30,282	published	https://www.ncbi.nlm.nih.gov/pubmed/24277808	588596.0	Eukaryota	Fungi	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus irregularis	k__Fungi;p__Mucoromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Rhizophagus;s__Rhizophagus irregularis	10197.0	jrk09768		arbuscular_mycorrhizal	root-associated		root_endophyte							filamentous_mycelium	none	none				
844	Rhiir2_1	Rhizophagus irregularis	136,807,476	26,183	published	https://www.ncbi.nlm.nih.gov/pubmed/29355972	588596.0	Eukaryota	Fungi	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus irregularis	k__Fungi;p__Mucoromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Rhizophagus;s__Rhizophagus irregularis	10197.0	jrk09768		arbuscular_mycorrhizal	root-associated		root_endophyte							filamentous_mycelium	none	none				
845	Rhives1	Rhizopogon vesiculosus	43,809,644	14,218	published	https://www.ncbi.nlm.nih.gov/pubmed/28450370	180088.0	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon	Rhizopogon vesiculosus	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Rhizopogonaceae;g__Rhizopogon;s__Rhizopogon vesiculosus	142.0	jrk09605		ectomycorrhizal							non-aquatic		Pinaceae	filamentous_mycelium	gasteroid	closed	long-distance	/suillus-rhizopogon		
846	Rhivi1	Rhizopogon vinicolor	36,102,320	14,469	published	https://www.ncbi.nlm.nih.gov/pubmed/28450370	80600.0	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon	Rhizopogon vinicolor	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Rhizopogonaceae;g__Rhizopogon;s__Rhizopogon vinicolor	142.0	jrk09605		ectomycorrhizal							non-aquatic		Pinaceae	filamentous_mycelium	gasteroid	closed	long-distance	/suillus-rhizopogon		
847	Rhior3	Rhizopus delemar	46,087,117	17,467	published	https://www.ncbi.nlm.nih.gov/pubmed/19578406	936053.0	Eukaryota	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Rhizopodaceae	Rhizopus	Rhizopus delemar	k__Fungi;p__Mucoromycota;c__Mucoromycetes;o__Mucorales;f__Rhizopodaceae;g__Rhizopus;s__Rhizopus delemar	10374.0	jrk07568		soil_saprotroph	plant_pathogen			leaf/fruit/seed_pathogen	leaf/fruit/seed,soil	mold	non-aquatic	opportunistic_human_parasite		filamentous_mycelium	none	none				
848	Rhimi_ATCC11559_1	Rhizopus microsporus	24,077,254	11,355	published	https://www.ncbi.nlm.nih.gov/pubmed/27956601	58291.0	Eukaryota	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Rhizopodaceae	Rhizopus	Rhizopus microsporus	k__Fungi;p__Mucoromycota;c__Mucoromycetes;o__Mucorales;f__Rhizopodaceae;g__Rhizopus;s__Rhizopus microsporus	10374.0	jrk07568		soil_saprotroph	plant_pathogen			leaf/fruit/seed_pathogen	leaf/fruit/seed,soil	mold	non-aquatic	opportunistic_human_parasite		filamentous_mycelium	none	none				
849	Rhich1	Rhizopus microsporus	45,739,792	17,676	published	https://www.ncbi.nlm.nih.gov/pubmed/23516228	58291.0	Eukaryota	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Rhizopodaceae	Rhizopus	Rhizopus microsporus	k__Fungi;p__Mucoromycota;c__Mucoromycetes;o__Mucorales;f__Rhizopodaceae;g__Rhizopus;s__Rhizopus microsporus	10374.0	jrk07568		soil_saprotroph	plant_pathogen			leaf/fruit/seed_pathogen	leaf/fruit/seed,soil	mold	non-aquatic	opportunistic_human_parasite		filamentous_mycelium	none	none				
850	Rhimi1_1	Rhizopus microsporus	25,972,395	10,905	published	https://www.ncbi.nlm.nih.gov/pubmed/29184190	58291.0	Eukaryota	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Rhizopodaceae	Rhizopus	Rhizopus microsporus	k__Fungi;p__Mucoromycota;c__Mucoromycetes;o__Mucorales;f__Rhizopodaceae;g__Rhizopus;s__Rhizopus microsporus	10374.0	jrk07568		soil_saprotroph	plant_pathogen			leaf/fruit/seed_pathogen	leaf/fruit/seed,soil	mold	non-aquatic	opportunistic_human_parasite		filamentous_mycelium	none	none				
851	Rhimi_ATCC52814_1	Rhizopus microsporus	24,950,816	11,502	published	https://www.ncbi.nlm.nih.gov/pubmed/27956601	58291.0	Eukaryota	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Rhizopodaceae	Rhizopus	Rhizopus microsporus	k__Fungi;p__Mucoromycota;c__Mucoromycetes;o__Mucorales;f__Rhizopodaceae;g__Rhizopus;s__Rhizopus microsporus	10374.0	jrk07568		soil_saprotroph	plant_pathogen			leaf/fruit/seed_pathogen	leaf/fruit/seed,soil	mold	non-aquatic	opportunistic_human_parasite		filamentous_mycelium	none	none				
852	Rhier1	Rhizoscyphus ericae	57,408,471	16,784	published	https://www.ncbi.nlm.nih.gov/pubmed/29315638	2082293.0	Eukaryota	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha	Hyaloscypha hepaticicola	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Hyaloscypha;s__Hyaloscypha hepaticicola	5811.0	jrk03965		litter_saprotroph	wood_saprotroph	ectomycorrhizal_H._Bicolor,_H._Finlandica,_ericoid_mycorrhizal_H._Variabilis,_plant_pathogen_some_species		leaf/fruit/seed_pathogen	wood,leaf/fruit/seed		partly_freshwater_(partly_non-aquatic)		mosses	filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth				
853	Rhobut1_1	Rhodocollybia butyracea	96,282,412	22,870	published	https://www.ncbi.nlm.nih.gov/pubmed/33211093	206335.0	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Rhodocollybia	Rhodocollybia butyracea	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Omphalotaceae;g__Rhodocollybia;s__Rhodocollybia butyracea	8501.0	jrk07578		litter_saprotroph					leaf/fruit/seed		non-aquatic			filamentous_mycelium	agaricoid	gills				
854	Fomros1	Rhodofomes roseus	38,369,625	12,986	published	https://www.ncbi.nlm.nih.gov/pubmed/33538380	34475.0	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Rhodofomes	Rhodofomes roseus	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Fomitopsidaceae;g__Rhodofomes;s__Rhodofomes roseus	9034.0	jrk07580		wood_saprotroph					wood	brown_rot	non-aquatic			filamentous_mycelium	polyporoid	poroid				
855	Rhoto_IFO0559_1	Rhodosporidium toruloides	21,148,033	8,165	published	https://www.ncbi.nlm.nih.gov/pubmed/26479039	5286.0	Eukaryota	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula toruloides	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Rhodotorula;s__Rhodotorula toruloides	9602.0	jrk07587		unspecified_saprotroph	foliar_endophyte		foliar_endophyte				partly_aquatic	opportunistic_human_parasite		yeast	none	none				
856	Rhoto_IFO0880_2	Rhodosporidium toruloides	20,811,117	7,466	published	https://www.ncbi.nlm.nih.gov/pubmed/26479039	5286.0	Eukaryota	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula toruloides	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Rhodotorula;s__Rhodotorula toruloides	9602.0	jrk07587		unspecified_saprotroph	foliar_endophyte		foliar_endophyte				partly_aquatic	opportunistic_human_parasite		yeast	none	none				
857	Rhoto_IFO0880_4	Rhodosporidium toruloides	20,683,845	8,490	published	https://www.ncbi.nlm.nih.gov/pubmed/29521624	5286.0	Eukaryota	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula toruloides	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Rhodotorula;s__Rhodotorula toruloides	9602.0	jrk07587		unspecified_saprotroph	foliar_endophyte		foliar_endophyte				partly_aquatic	opportunistic_human_parasite		yeast	none	none				
858	Rhoto_IFO1236_1	Rhodosporidium toruloides	20,452,897	7,479	published	https://www.ncbi.nlm.nih.gov/pubmed/26479039	5286.0	Eukaryota	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula toruloides	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Rhodotorula;s__Rhodotorula toruloides	9602.0	jrk07587		unspecified_saprotroph	foliar_endophyte		foliar_endophyte				partly_aquatic	opportunistic_human_parasite		yeast	none	none				
859	Rhoto1	Rhodosporidium toruloides	20,223,942	8,140	published	https://www.ncbi.nlm.nih.gov/pubmed/23047670	5286.0	Eukaryota	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula toruloides	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Rhodotorula;s__Rhodotorula toruloides	9602.0	jrk07587		unspecified_saprotroph	foliar_endophyte		foliar_endophyte				partly_aquatic	opportunistic_human_parasite		yeast	none	none				
860	Rhoba1_1	Rhodotorula graminis	21,013,998	7,283	published	https://www.ncbi.nlm.nih.gov/pubmed/26441909	29898.0	Eukaryota	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula graminis	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Rhodotorula;s__Rhodotorula graminis	9602.0	jrk07587		unspecified_saprotroph	foliar_endophyte		foliar_endophyte				partly_aquatic	opportunistic_human_parasite		yeast	none	none				
861	RhoCCFEE5036_1	Rhodotorula sp.	19,072,598	6,434	published	https://www.ncbi.nlm.nih.gov/pubmed/32241854	1853554.0	Eukaryota	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula sp.	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Rhodotorula;s__Rhodotorula sp.	9602.0	jrk07587		unspecified_saprotroph	foliar_endophyte		foliar_endophyte				partly_aquatic	opportunistic_human_parasite		yeast	none	none				
862	Rhosp1	Rhodotorula sp.	19,393,393	6,680	published	https://www.ncbi.nlm.nih.gov/pubmed/26988035	1853554.0	Eukaryota	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula sp.	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Rhodotorula;s__Rhodotorula sp.	9602.0	jrk07587		unspecified_saprotroph	foliar_endophyte		foliar_endophyte				partly_aquatic	opportunistic_human_parasite		yeast	none	none				
863	Rhota1	Rhodotorula taiwanensis	19,568,495	7,014	published	https://www.ncbi.nlm.nih.gov/pubmed/29375494	741276.0	Eukaryota	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula taiwanensis	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Rhodotorula;s__Rhodotorula taiwanensis	9602.0	jrk07587		unspecified_saprotroph	foliar_endophyte		foliar_endophyte				partly_aquatic	opportunistic_human_parasite		yeast	none	none				
