,jrk_template,phylum,class,order,family,genus,COMMENT on genus,primary_lifestyle,Secondary_lifestyle,Comment_on_lifestyle_template,Endophytic_interaction_capability_template,Plant_pathogenic_capacity_template,Decay_substrate_template,Decay_type_template,Aquatic_habitat_template,Animal_biotrophic_capacity_template,Specific_hosts,Growth_form_template,Fruitbody_type_template,Hymenium_type_template,Ectomycorrhiza_exploration_type_template,Ectomycorrhiza_lineage_template,primary_photobiont,secondary_photobiont
10443,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Benua,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,,filamentous_mycelium,,,,,,
10444,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Bremia,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,Lactuca,filamentous_mycelium,,,,,,
10445,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Bremiella,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,Impatiens,filamentous_mycelium,,,,,,
10446,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Calycofera,,unspecified_saprotroph,,,,,,,marine,,,filamentous_mycelium,,,,,,
10447,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Erapthora,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,Poaceae,filamentous_mycelium,,,,,,
10448,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Gilletia,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,Asteraceae,filamentous_mycelium,,,,,,
10449,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Graminivora,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,Poaceae,filamentous_mycelium,,,,,,
10450,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Hyaloperonospora,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,Brassicaceae,filamentous_mycelium,,,,,,
10451,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Nothophytophthora,,plant_pathogen,,,,wood_pathogen,leaf/fruit/seed_pathogen,wood,,partly_freshwater_(partly_non-aquatic),,,filamentous_mycelium,,,,,,
10452,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Novotelnova,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,Asteraceae,filamentous_mycelium,,,,,,
10453,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Paraperonospora,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,,filamentous_mycelium,,,,,,
10454,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Perofascia,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,Brassicaceae,filamentous_mycelium,,,,,,
10455,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Peronosclerospora,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,Poaceae,filamentous_mycelium,,,,,,
10456,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Peronospora,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,,filamentous_mycelium,,,,,,
10457,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Plasmopara,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,,filamentous_mycelium,,,,,,
10458,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Plasmoverna,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,,filamentous_mycelium,,,,,,
10459,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Poakatesthia,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,Poaceae,filamentous_mycelium,,,,,,
10460,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Protobremia,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,Asteraceae,filamentous_mycelium,,,,,,
10461,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Pseudoperonospora,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,,filamentous_mycelium,,,,,,
10462,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Sclerophthora,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,Poaceae,filamentous_mycelium,,,,,,
10463,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Sclerospora,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,Poaceae,filamentous_mycelium,,,,,,
10464,,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Viennotia,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,Poaceae,filamentous_mycelium,,,,,,
10465,,Oomycota,Oomycetes,Peronosporales,Peronosporales family incertae sedis,Phytophthora,,plant_pathogen,soil_saprotroph,damping-off_pathogen,root-associated,wood_pathogen,root_pathogen,wood,leaf/fruit/seed,roots,soil,,partly_aquatic,,,biflagellate-rhizomycelial,,,,,,
10466,,Oomycota,Oomycetes,Peronosporales,Peronosporales family incertae sedis,Phytopythium,,plant_pathogen,soil_saprotroph,,,leaf/fruit/seed_pathogen,roots,soil,,non-aquatic,,,biflagellate-rhizomycelial,,,,,,
10467,,Oomycota,Oomycetes,Peronosporales,Salisapiliaceae,Salisapilia,,litter_saprotroph,wood_saprotroph,,,,wood,leaf/fruit/seed,,marine,,,biflagellate-rhizomycelial,,,,,,
10468,,Oomycota,Oomycetes,Pythiales,Pythiaceae,Blepharospora,,plant_pathogen,wood_saprotroph,,,wood_pathogen,wood,,non-aquatic,,,biflagellate-rhizomycelial,,,,,,
10469,,Oomycota,Oomycetes,Pythiales,Pythiaceae,Cystosiphon,,plant_pathogen,unspecified_saprotroph,,root-associated,root_pathogen,leaf/fruit/seed_pathogen,wood,leaf/fruit/seed,roots,,non-aquatic,,,biflagellate-rhizomycelial,,,,,,
10470,,Oomycota,Oomycetes,Pythiales,Pythiaceae,Diasporangium,,unspecified_saprotroph,,fatty_acid_producer,,,,,partly_aquatic,,,biflagellate-rhizomycelial,,,,,,
10471,,Oomycota,Oomycetes,Pythiales,Pythiaceae,Elongisporangium,,unspecified_saprotroph,,,,,,,aquatic,,,biflagellate-rhizomycelial,,,,,,
10472,,Oomycota,Oomycetes,Pythiales,Pythiaceae,Globisporangium,,plant_pathogen,unspecified_saprotroph,,root-associated,root_pathogen,leaf/fruit/seed_pathogen,leaf/fruit/seed,roots,,non-aquatic,,,biflagellate-rhizomycelial,,,,,,
10473,,Oomycota,Oomycetes,Pythiales,Pythiaceae,Halophytophthora,,litter_saprotroph,wood_saprotroph,,,,wood,leaf/fruit/seed,,marine,,,biflagellate-rhizomycelial,,,,,,
10474,,Oomycota,Oomycetes,Pythiales,Pythiaceae,Ovatisporangium,,plant_pathogen,unspecified_saprotroph,,root-associated,root_pathogen,leaf/fruit/seed_pathogen,wood,leaf/fruit/seed,roots,,non-aquatic,,,biflagellate-rhizomycelial,,,,,,
10475,,Oomycota,Oomycetes,Pythiales,Pythiaceae,Peronophythora,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,,biflagellate-rhizomycelial,,,,,,
10476,,Oomycota,Oomycetes,Pythiales,Pythiaceae,Pilasporangium,,plant_pathogen,plant_pathogen,,foliar_endophyte,wood_pathogen,leaf/fruit/seed_pathogen,leaf/fruit/seed,,non-aquatic,,,biflagellate-rhizomycelial,,,,,,
10477,,Oomycota,Oomycetes,Pythiales,Pythiaceae,Pythiacystis,,plant_pathogen,wood_saprotroph,,,wood_pathogen,wood,,non-aquatic,,,biflagellate-rhizomycelial,,,,,,
10478,,Oomycota,Oomycetes,Pythiales,Pythiaceae,Pythiomorpha,,litter_saprotroph,wood_saprotroph,,,,wood,leaf/fruit/seed,,partly_freshwater_(partly_non-aquatic),,,biflagellate-rhizomycelial,,,,,,
10479,,Oomycota,Oomycetes,Pythiales,Pythiaceae,Pythium,,plant_pathogen,unspecified_saprotroph,damping-off_pathogen,root-associated,root_pathogen,leaf/fruit/seed_pathogen,leaf/fruit/seed,roots,,non-aquatic,opportunistic_human_parasite_Pythium_insidiosum,,biflagellate-rhizomycelial,,,,,,
10480,,Oomycota,Oomycetes,Pythiales,Pythiaceae,Rheosporangium,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,,biflagellate-rhizomycelial,,,,,,
10481,,Oomycota,Oomycetes,Pythiales,Pythiaceae,Salispina,,litter_saprotroph,wood_saprotroph,,,,wood,leaf/fruit/seed,,marine,,,biflagellate-rhizomycelial,,,,,,
10482,,Oomycota,Oomycetes,Pythiales,Pythiaceae,Trachysphaera,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,Musa,biflagellate-rhizomycelial,,,,,,
10483,,Oomycota,Oomycetes,Pythiales,Pythiogetonaceae,Medusoides,,litter_saprotroph,,,,,leaf/fruit/seed,,partly_freshwater_(partly_non-aquatic),,,filamentous_mycelium,,,,,,
10484,,Oomycota,Oomycetes,Pythiales,Pythiogetonaceae,Pythiogeton,,plant_pathogen,unspecified_saprotroph,,root-associated,root_pathogen,leaf/fruit/seed_pathogen,wood,leaf/fruit/seed,roots,,non-aquatic,,,biflagellate-rhizomycelial,,,,,,
10485,,Oomycota,Oomycetes,Rhipidiales,Rhipidiaceae,Sapromyces,,litter_saprotroph,,,,,leaf/fruit/seed,,freshwater,,,filamentous_mycelium,,,,,,
10486,,Oomycota,Oomycetes,Saprolegniales,Saprolegniaceae,Achlya,,animal_parasite,plant_pathogen,,,leaf/fruit/seed_pathogen,animal_material,dung,,partly_aquatic,animal_parasite,,biflagellate-rhizomycelial,,,,,,
10487,,Oomycota,Oomycetes,Saprolegniales,Saprolegniaceae,Aphanomyces,,animal_parasite,plant_pathogen,,,root_pathogen,roots,soil,,partly_aquatic,animal_parasite,,biflagellate-rhizomycelial,,,,,,
10488,,Oomycota,Oomycetes,Saprolegniales,Saprolegniaceae,Aplanes,,animal_parasite,soil_saprotroph,,,,soil,,partly_aquatic,fish_parasite,fish,biflagellate-rhizomycelial,,,,,,
10489,,Oomycota,Oomycetes,Saprolegniales,Saprolegniaceae,Aplanopsis,,soil_saprotroph,,,,,soil,,,,,biflagellate-rhizomycelial,,,,,,
10490,,Oomycota,Oomycetes,Saprolegniales,Saprolegniaceae,Aquastella,,animal_parasite,,,,,,,freshwater,invertebrate_parasite,rotifers,biflagellate-rhizomycelial,,,,,,
10491,,Oomycota,Oomycetes,Saprolegniales,Saprolegniaceae,Archilegnia,,unspecified_saprotroph,,,,,,,freshwater,,,biflagellate-rhizomycelial,,,,,,
10492,,Oomycota,Oomycetes,Saprolegniales,Saprolegniaceae,Brevilegnia,,unspecified_saprotroph,,,,,,,partly_freshwater_(partly_non-aquatic),,,biflagellate-rhizomycelial,,,,,,
10493,,Oomycota,Oomycetes,Saprolegniales,Saprolegniaceae,Calyptralegnia,,unspecified_saprotroph,,,,,,,freshwater,,,biflagellate-rhizomycelial,,,,,,
10494,,Oomycota,Oomycetes,Saprolegniales,Saprolegniaceae,Couchia,,animal_parasite,,,,,,,freshwater,arthropod_parasite,Diptera_eggs,biflagellate-rhizomycelial,,,,,,
10495,,Oomycota,Oomycetes,Saprolegniales,Saprolegniaceae,Dictypleiosporus,,,,,,,,,freshwater,,,biflagellate-rhizomycelial,,,,,,
10496,,Oomycota,Oomycetes,Saprolegniales,Saprolegniaceae,Dictyuchus,,unspecified_saprotroph,,,,,,,freshwater,,,biflagellate-rhizomycelial,,,,,,
10497,,Oomycota,Oomycetes,Saprolegniales,Saprolegniaceae,Geolegnia,,soil_saprotroph,,,,,soil,,non-aquatic,,,filamentous_mycelium,,,,,,
10498,,Oomycota,Oomycetes,Saprolegniales,Saprolegniaceae,Hamidia,,,,,,,,,,,,biflagellate-rhizomycelial,,,,,,
10499,,Oomycota,Oomycetes,Saprolegniales,Saprolegniaceae,Hydatinophagus,,animal_parasite,,,,,,,aquatic,invertebrate_parasite,rotifers,biflagellate-rhizomycelial,,,,,,
10500,,Oomycota,Oomycetes,Saprolegniales,Saprolegniaceae,Isoachlya,,unspecified_saprotroph,,,,,,,freshwater,,,biflagellate-rhizomycelial,,,,,,
10501,,Oomycota,Oomycetes,Saprolegniales,Saprolegniaceae,Jaraia,,,,,,,,,,,,biflagellate-rhizomycelial,,,,,,
10502,,Oomycota,Oomycetes,Saprolegniales,Saprolegniaceae,Leptolegnia,,animal_parasite,,,,,animal_material,dung,,freshwater,arthropod_parasite,Diptera_larvae,biflagellate-rhizomycelial,,,,,,
10503,,Oomycota,Oomycetes,Saprolegniales,Saprolegniaceae,Newbya,,unspecified_saprotroph,,,,,,,freshwater,,,biflagellate-rhizomycelial,,,,,,
10504,,Oomycota,Oomycetes,Saprolegniales,Saprolegniaceae,Phragmosporangium,,unspecified_saprotroph,,,,,,,,,,biflagellate-rhizomycelial,,,,,,
10505,,Oomycota,Oomycetes,Saprolegniales,Saprolegniaceae,Plectospira,,unspecified_saprotroph,plant_pathogen,invertebrate_parasite_P._dubia,,root_pathogen,,,partly_aquatic,,,biflagellate-rhizomycelial,,,,,,
10506,,Oomycota,Oomycetes,Saprolegniales,Saprolegniaceae,Protoachlya,,unspecified_saprotroph,,animal_parasite_P._paradoxa,,,,,partly_freshwater_(partly_non-aquatic),,,biflagellate-rhizomycelial,,,,,,
10507,,Oomycota,Oomycetes,Saprolegniales,Saprolegniaceae,Pythiopsis,,animal_parasite,,,,,animal_material,dung,,partly_freshwater_(partly_non-aquatic),animal_parasite,,biflagellate-rhizomycelial,,,,,,
10508,,Oomycota,Oomycetes,Saprolegniales,Saprolegniaceae,Saprolegnia,,animal_parasite,soil_saprotroph,,,,animal_material,dung,,partly_aquatic,animal_parasite,,biflagellate-rhizomycelial,,,,,,
10509,,Oomycota,Oomycetes,Saprolegniales,Saprolegniaceae,Scoliolegnia,,unspecified_saprotroph,,,,,,,partly_aquatic,,,biflagellate-rhizomycelial,,,,,,
10510,,Oomycota,Oomycetes,Saprolegniales,Saprolegniaceae,Sommerstorffia,,animal_parasite,,,,,,,aquatic,invertebrate_parasite,rotifers,biflagellate-rhizomycelial,,,,,,
10511,,Oomycota,Oomycetes,Saprolegniales,Saprolegniaceae,Thraustotheca,,unspecified_saprotroph,,,,,,,partly_freshwater_(partly_non-aquatic),,,biflagellate-rhizomycelial,,,,,,
10512,,Oomycota,Oomycetes,Sclerosporales,Verrucalvaceae,Pachymetra,,plant_pathogen,unsepcified_saprotroph,,,root_pathogen,roots,,non-aquatic,,,filamentous_mycelium,,,,,,
10513,,Oomycota,Oomycetes,Sclerosporales,Verrucalvaceae,Verrucalvus,,plant_pathogen,soil_saprotroph,,,root_pathogen,roots,soil,,non-aquatic,,,filamentous_mycelium,,,,,,
10514,,Pirsonida,Pirsonida class incertae sedis,Pirsonida order incertae sedis,Pirsonida family incertae sedis,Pirsonia,,algal_parasite,,,,algal_parasite,,,marine,,diatoms,biflagellate,,,,,,
10515,jrk03716,Rozellomycota,Microsporidea,Amblyosporida,Amblyosporida family incertae sedis,Hazardia,,animal_parasite,,obligate_animal_parasite,no_endophytic_capacity,,,,,animal_parasite,,unicellular-aflagellate_(non-yeast),none,none,,,,
10516,jrk10138,Rozellomycota,Microsporidea,Amblyosporida,Amblyosporida family incertae sedis,Multilamina,,animal_parasite,,obligate_animal_parasite,no_endophytic_capacity,,,,,animal_parasite,,unicellular-aflagellate_(non-yeast),none,none,,,,
10517,jrk08645,Rozellomycota,Microsporidea,Amblyosporida,Amblyosporida family incertae sedis,Takaokaspora,,animal_parasite,,obligate_animal_parasite,no_endophytic_capacity,,,,,animal_parasite,,unicellular-aflagellate_(non-yeast),none,none,,,,
10518,jrk09026,Rozellomycota,Microsporidea,Amblyosporida,Amblyosporida family incertae sedis,Trichotuzetia,,animal_parasite,,obligate_animal_parasite,no_endophytic_capacity,,,,,animal_parasite,,unicellular-aflagellate_(non-yeast),none,none,,,,
10519,jrk00135,Rozellomycota,Microsporidea,Amblyosporida,Amblyosporidae,Aedispora,,animal_parasite,,obligate_animal_parasite,no_endophytic_capacity,,,,,animal_parasite,,unicellular-aflagellate_(non-yeast),none,none,,,,
10520,jrk00280,Rozellomycota,Microsporidea,Amblyosporida,Amblyosporidae,Amblyospora,,animal_parasite,,obligate_animal_parasite,no_endophytic_capacity,,,,,animal_parasite,,unicellular-aflagellate_(non-yeast),none,none,,,,
10521,jrk00382,Rozellomycota,Microsporidea,Amblyosporida,Amblyosporidae,Andreanna,,animal_parasite,,obligate_animal_parasite,no_endophytic_capacity,,,,,animal_parasite,,unicellular-aflagellate_(non-yeast),none,none,,,,
10522,jrk00964,Rozellomycota,Microsporidea,Amblyosporida,Amblyosporidae,Becnelia,,animal_parasite,,obligate_animal_parasite,no_endophytic_capacity,,,,,animal_parasite,,unicellular-aflagellate_(non-yeast),none,none,,,,
10523,jrk02145,Rozellomycota,Microsporidea,Amblyosporida,Amblyosporidae,Crepidulospora,,animal_parasite,,obligate_animal_parasite,no_endophytic_capacity,,,,,animal_parasite,,unicellular-aflagellate_(non-yeast),none,none,,,,
10524,jrk02158,Rozellomycota,Microsporidea,Amblyosporida,Amblyosporidae,Cristulospora,,animal_parasite,,obligate_animal_parasite,no_endophytic_capacity,,,,,animal_parasite,,unicellular-aflagellate_(non-yeast),none,none,,,,
10525,jrk02244,Rozellomycota,Microsporidea,Amblyosporida,Amblyosporidae,Culicospora,,animal_parasite,,obligate_animal_parasite,no_endophytic_capacity,,,,,animal_parasite,,unicellular-aflagellate_(non-yeast),none,none,,,,
10526,jrk02245,Rozellomycota,Microsporidea,Amblyosporida,Amblyosporidae,Culicosporella,,animal_parasite,,obligate_animal_parasite,no_endophytic_capacity,,,,,animal_parasite,,unicellular-aflagellate_(non-yeast),none,none,,,,
10527,jrk02643,Rozellomycota,Microsporidea,Amblyosporida,Amblyosporidae,Dimeiospora,,animal_parasite,,obligate_animal_parasite,no_endophytic_capacity,,,,,animal_parasite,,unicellular-aflagellate_(non-yeast),none,none,,,,
10528,jrk02840,Rozellomycota,Microsporidea,Amblyosporida,Amblyosporidae,Edhazardia,,animal_parasite,,obligate_animal_parasite,no_endophytic_capacity,,,,,animal_parasite,,unicellular-aflagellate_(non-yeast),none,none,,,,
10529,jrk03942,Rozellomycota,Microsporidea,Amblyosporida,Amblyosporidae,Hyalinocysta,,animal_parasite,,obligate_animal_parasite,no_endophytic_capacity,,,,,animal_parasite,,unicellular-aflagellate_(non-yeast),none,none,,,,
10530,jrk04158,Rozellomycota,Microsporidea,Amblyosporida,Amblyosporidae,Intrapredatorus,,animal_parasite,,obligate_animal_parasite,no_endophytic_capacity,,,,,animal_parasite,,unicellular-aflagellate_(non-yeast),none,none,,,,
10531,jrk10137,Rozellomycota,Microsporidea,Amblyosporida,Amblyosporidae,Novothelohania,,animal_parasite,,obligate_animal_parasite,no_endophytic_capacity,,,,,animal_parasite,,unicellular-aflagellate_(non-yeast),none,none,,,,
10532,jrk06173,Rozellomycota,Microsporidea,Amblyosporida,Amblyosporidae,Parastempellia,,animal_parasite,,obligate_animal_parasite,no_endophytic_capacity,,,,,animal_parasite,,unicellular-aflagellate_(non-yeast),none,none,,,,
10533,jrk06183,Rozellomycota,Microsporidea,Amblyosporida,Amblyosporidae,Parathelohania,,animal_parasite,,obligate_animal_parasite,no_endophytic_capacity,,,,,animal_parasite,,unicellular-aflagellate_(non-yeast),none,none,,,,
10534,jrk08974,Rozellomycota,Microsporidea,Amblyosporida,Amblyosporidae,Trichoctosporea,,animal_parasite,,obligate_animal_parasite,no_endophytic_capacity,,,,,animal_parasite,,unicellular-aflagellate_(non-yeast),none,none,,,,
10535,jrk09033,Rozellomycota,Microsporidea,Amblyosporida,Amblyosporidae,Tricornia,,animal_parasite,,obligate_animal_parasite,no_endophytic_capacity,,,,,animal_parasite,,unicellular-aflagellate_(non-yeast),none,none,,,,
10536,jrk01036,Rozellomycota,Microsporidea,Amblyosporida,Caudosporidae,Binucleospora,,animal_parasite,,obligate_animal_parasite,no_endophytic_capacity,,,,,animal_parasite,,unicellular-aflagellate_(non-yeast),none,none,,,,
10537,extra taxons by annotators Yuri and Julia,Rozellomycota,Microsporidea,Amblyosporida,Caudosporidae,Caudosporina,,animal_parasite,,obligate_animal_parasite,no_endophytic_capacity,,,,,animal_parasite,,unicellular-aflagellate_(non-yeast),none,none,,,,
10538,jrk03194,Rozellomycota,Microsporidea,Amblyosporida,Caudosporidae,Flabelliforma,,animal_parasite,,obligate_animal_parasite,no_endophytic_capacity,,,,,animal_parasite,,unicellular-aflagellate_(non-yeast),none,none,,,,
10539,jrk10140,Rozellomycota,Microsporidea,Amblyosporida,Caudosporidae,Myrmecomorba,,animal_parasite,,obligate_animal_parasite,no_endophytic_capacity,,,,,animal_parasite,,unicellular-aflagellate_(non-yeast),none,none,,,,
10540,jrk10141,Rozellomycota,Microsporidea,Amblyosporida,Caudosporidae,Neoflabelliforma,,animal_parasite,,obligate_animal_parasite,no_endophytic_capacity,,,,,animal_parasite,,unicellular-aflagellate_(non-yeast),none,none,,,,
10541,jrk05862,Rozellomycota,Microsporidea,Amblyosporida,Caudosporidae,Octosporea,,animal_parasite,,obligate_animal_parasite,no_endophytic_capacity,,,,,animal_parasite,,unicellular-aflagellate_(non-yeast),none,none,,,,
10542,jrk06850,Rozellomycota,Microsporidea,Amblyosporida,Caudosporidae,Polydispyrenia,,animal_parasite,,obligate_animal_parasite,no_endophytic_capacity,,,,,animal_parasite,,unicellular-aflagellate_(non-yeast),none,none,,,,
10543,jrk07635,Rozellomycota,Microsporidea,Amblyosporida,Caudosporidae,Ringueletium,,animal_parasite,,obligate_animal_parasite,no_endophytic_capacity,,,,,animal_parasite,,unicellular-aflagellate_(non-yeast),none,none,,,,
10544,jrk07874,Rozellomycota,Microsporidea,Amblyosporida,Caudosporidae,Scipionospora,,animal_parasite,,obligate_animal_parasite,no_endophytic_capacity,,,,,animal_parasite,,unicellular-aflagellate_(non-yeast),none,none,,,,
10545,jrk09264,Rozellomycota,Microsporidea,Amblyosporida,Caudosporidae,Weiseria,,animal_parasite,,obligate_animal_parasite,no_endophytic_capacity,,,,,animal_parasite,,unicellular-aflagellate_(non-yeast),none,none,,,,
10546,jrk00152,Rozellomycota,Microsporidea,Amblyosporida,Gurleyidae,Agglomerata,,animal_parasite,,obligate_animal_parasite,no_endophytic_capacity,,,,,animal_parasite,,unicellular-aflagellate_(non-yeast),none,none,,,,
10547,jrk01035,Rozellomycota,Microsporidea,Amblyosporida,Gurleyidae,Binucleata,,animal_parasite,,obligate_animal_parasite,no_endophytic_capacity,,,,,animal_parasite,,unicellular-aflagellate_(non-yeast),none,none,,,,
10548,extra taxons by annotators Yuri and Julia,Rozellomycota,Microsporidea,Amblyosporida,Gurleyidae,Conglomerata,,animal_parasite,,obligate_animal_parasite,no_endophytic_capacity,,,,,animal_parasite,,unicellular-aflagellate_(non-yeast),none,none,,,,
10549,jrk02998,Rozellomycota,Microsporidea,Amblyosporida,Gurleyidae,Episeptum,,animal_parasite,,obligate_animal_parasite,no_endophytic_capacity,,,,,animal_parasite,,unicellular-aflagellate_(non-yeast),none,none,,,,
10550,jrk10144,Rozellomycota,Microsporidea,Amblyosporida,Gurleyidae,Gurleya,,animal_parasite,,obligate_animal_parasite,no_endophytic_capacity,,,,,animal_parasite,,unicellular-aflagellate_(non-yeast),none,none,,,,
10551,jrk04456,Rozellomycota,Microsporidea,Amblyosporida,Gurleyidae,Lanatospora,,animal_parasite,,obligate_animal_parasite,no_endophytic_capacity,,,,,animal_parasite,,unicellular-aflagellate_(non-yeast),none,none,,,,
10552,jrk04471,Rozellomycota,Microsporidea,Amblyosporida,Gurleyidae,Larssonia,,animal_parasite,,obligate_animal_parasite,no_endophytic_capacity,,,,,animal_parasite,,unicellular-aflagellate_(non-yeast),none,none,,,,
10553,jrk04935,Rozellomycota,Microsporidea,Amblyosporida,Gurleyidae,Marssoniella,,animal_parasite,,obligate_animal_parasite,no_endophytic_capacity,,,,,animal_parasite,,unicellular-aflagellate_(non-yeast),none,none,,,,
10554,jrk05789,Rozellomycota,Microsporidea,Amblyosporida,Gurleyidae,Norlevinea,,animal_parasite,,obligate_animal_parasite,no_endophytic_capacity,,,,,animal_parasite,,unicellular-aflagellate_(non-yeast),none,none,,,,
10555,jrk06095,Rozellomycota,Microsporidea,Amblyosporida,Gurleyidae,Paraepiseptum,,animal_parasite,,obligate_animal_parasite,no_endophytic_capacity,,,,,animal_parasite,,unicellular-aflagellate_(non-yeast),none,none,,,,
10556,extra taxons by annotators Yuri and Julia,Rozellomycota,Microsporidea,Amblyosporida,Gurleyidae,Pseudoberwaldia,,animal_parasite,,obligate_animal_parasite,no_endophytic_capacity,,,,,animal_parasite,,unicellular-aflagellate_(non-yeast),none,none,,,,
10557,jrk07979,Rozellomycota,Microsporidea,Amblyosporida,Gurleyidae,Senoma,,animal_parasite,,obligate_animal_parasite,no_endophytic_capacity,,,,,animal_parasite,,unicellular-aflagellate_(non-yeast),none,none,,,,
10558,jrk08587,Rozellomycota,Microsporidea,Amblyosporida,Gurleyidae,Zelenkaia,,animal_parasite,,obligate_animal_parasite,no_endophytic_capacity,,,,,animal_parasite,,unicellular-aflagellate_(non-yeast),none,none,,,,
10559,jrk07972,Rozellomycota,Microsporidea,Dissociodihaplophasida,Spragueidae,Semenovaia,,animal_parasite,,obligate_animal_parasite,no_endophytic_capacity,,,,,animal_parasite,,unicellular-aflagellate_(non-yeast),none,none,,,,
10560,jrk03121,Rozellomycota,Microsporidea,Glugeida,Facilisporidae,Facilispora,,animal_parasite,,obligate_animal_parasite,no_endophytic_capacity,,,,,animal_parasite,,unicellular-aflagellate_(non-yeast),none,none,,,,
10561,jrk09066,Rozellomycota,Microsporidea,Glugeida,Glugeida family incertae sedis,Triwangia,,animal_parasite,,obligate_animal_parasite,no_endophytic_capacity,,,,,animal_parasite,,unicellular-aflagellate_(non-yeast),none,none,,,,
10562,jrk00227,Rozellomycota,Microsporidea,Glugeida,Glugeidae,Alloglugea,,animal_parasite,,obligate_animal_parasite,no_endophytic_capacity,,,,,animal_parasite,,unicellular-aflagellate_(non-yeast),none,none,,,,
10563,jrk00270,Rozellomycota,Microsporidea,Glugeida,Glugeidae,Amazonspora,,animal_parasite,,obligate_animal_parasite,no_endophytic_capacity,,,,,animal_parasite,,unicellular-aflagellate_(non-yeast),none,none,,,,
10564,jrk03480,Rozellomycota,Microsporidea,Glugeida,Glugeidae,Glugea,,animal_parasite,,obligate_animal_parasite,no_endophytic_capacity,,,,,animal_parasite,,unicellular-aflagellate_(non-yeast),none,none,,,,
10565,jrk04096,Rozellomycota,Microsporidea,Glugeida,Glugeidae,Ichthyosporidium,,animal_parasite,,obligate_animal_parasite,no_endophytic_capacity,,,,,animal_parasite,,unicellular-aflagellate_(non-yeast),none,none,,,,
10566,jrk04241,Rozellomycota,Microsporidea,Glugeida,Glugeidae,Johenrea,,animal_parasite,,obligate_animal_parasite,no_endophytic_capacity,,,,,animal_parasite,,unicellular-aflagellate_(non-yeast),none,none,,,,
10567,jrk04776,Rozellomycota,Microsporidea,Glugeida,Glugeidae,Loma,,animal_parasite,,obligate_animal_parasite,no_endophytic_capacity,,,,,animal_parasite,,unicellular-aflagellate_(non-yeast),none,none,,,,
10568,jrk05441,Rozellomycota,Microsporidea,Glugeida,Glugeidae,Myospora,,animal_parasite,,obligate_animal_parasite,no_endophytic_capacity,,,,,animal_parasite,,unicellular-aflagellate_(non-yeast),none,none,,,,
